"","responseid","RMTQ","OPEN","CONSC","EXTRA","AGREE","NEURO","specism","RSE","selfcontrol","hightemp","socialt","solitaryt","riska","anxiety","avoidance","stress","socialdiversity","networksize","socialembedded","prejafr","rwa","lonely","SDO","DASS","WEMWBS","OVP","intuition","anxiety2","avoidance2","wellbeing","anxious","selfesteem","selfdiscipline","loneliness","sdo2","rightprej","impulsive","thoughtful","trusting","rwa2","stimulation","sociable","leader","empathic","STRAQ"
"198","R_4SCLcBHAfeBz8Jz",2.11111111111111,4.45833333333333,3.375,2.73913043478261,3.91666666666667,3.625,1.33333333333333,3,2.92307692307692,4.57142857142857,1.4,2.125,2.66666666666667,3.11111111111111,4.33333333333333,2.42857142857143,5,16,7,2.4,2,2.9,5.625,2.2,3,2,7.25,2.875,4.33333333333333,2.46666666666667,2.7,3.5,3.16666666666667,2.94444444444444,5.63636363636364,2.31578947368421,3.23076923076923,3,2.6,1.73333333333333,5,2.77777777777778,2.69230769230769,4.42857142857143,1.7
"199","R_5h87bfJ4HRaVFMB",2.88888888888889,4.29166666666667,4.04166666666667,3.26086956521739,4.33333333333333,2.20833333333333,2.16666666666667,2.4,2,4.14285714285714,2.6,3.125,3.33333333333333,3.61111111111111,3.61111111111111,3.21428571428571,7,37,7,2.6,2.15,2.85,5.25,1.7,3.21428571428571,3.1875,6.5,3.5625,3.61111111111111,3.26666666666667,1.9,2.77777777777778,3.83333333333333,2.83333333333333,5.18181818181818,2.73684210526316,4.46153846153846,3.81818181818182,3.6,2,5,2.88888888888889,3.23076923076923,4.57142857142857,2.55
"200","R_6F0SoxyI54cftIZ",2.55555555555556,3.875,3.83333333333333,3.60869565217391,NA,3.08333333333333,1.5,2.4,2.61538461538462,3,2.8,3.125,2.66666666666667,3.33333333333333,3.27777777777778,2.71428571428571,6,20,6,2.53333333333333,2.1,2.8,6.0625,1.8,3.28571428571429,2.625,9,3.3125,3.27777777777778,3.03333333333333,2.9,2.55555555555556,3.66666666666667,2.88888888888889,6,2.47368421052632,4,2.36363636363636,3.4,1.86666666666667,5,2.77777777777778,3.15384615384615,NA,3
"201","R_74MaCOcWb4ymHx7",2.72222222222222,4.20833333333333,2.91666666666667,2.95652173913043,4.41666666666667,3.29166666666667,NA,2.4,2.92307692307692,3.42857142857143,1.8,2.75,2.33333333333333,3.55555555555556,3.11111111111111,2.71428571428571,6,21,7,1.86666666666667,2.4,2.55,4.9375,2,3.07142857142857,2.25,4.75,3.5,3.11111111111111,2.76666666666667,2.8,2.72222222222222,2.61111111111111,2.44444444444444,4.54545454545455,1.94736842105263,4.15384615384615,3,3.6,2.2,4.4,3.77777777777778,2.07692307692308,4.92857142857143,2.45
"202","R_7R5W4LtoJ3cpZU5",2.38888888888889,2.75,3.375,2.39130434782609,3.54166666666667,2.79166666666667,3.5,2.2,2.38461538461538,3.85714285714286,1.4,3.25,3,3.83333333333333,3.55555555555556,2.64285714285714,6,21,6,3.73333333333333,3.85,2.75,6.125,2,3.14285714285714,2.625,5.5,3.875,3.55555555555556,2.86666666666667,2.4,2.22222222222222,3.11111111111111,2.72222222222222,6,3.63157894736842,4.07692307692308,2.27272727272727,2.4,3.8,2.6,2.55555555555556,3,3.85714285714286,2.4
"203","R_7R7vfb03bLnUtVf",2.94444444444444,4.41666666666667,3.375,3.26086956521739,4.20833333333333,2.16666666666667,1.5,2,2.30769230769231,4.42857142857143,2.4,2.75,3,2.22222222222222,3.33333333333333,3.42857142857143,4,16,6,3.53333333333333,2.1,3.1,4.625,1.15,3.71428571428571,3.125,2.75,2.3125,3.33333333333333,3.56666666666667,1.7,2,3.22222222222222,3.11111111111111,4.63636363636364,3.42105263157895,4,3.90909090909091,4.2,2.2,5,3.55555555555556,3.15384615384615,4.07142857142857,2.25
"204","R_8B3EviQmOkCcOrf",2.66666666666667,3.66666666666667,3.91666666666667,2.56521739130435,4.625,2.375,1,1.2,2.84615384615385,3.42857142857143,1.4,2,2,4,4,3.92857142857143,6,26,6,1.26666666666667,1.4,2.75,6.75,1.5,3.78571428571429,3.4375,3.5,4,4,3.86666666666667,2,1.61111111111111,2.83333333333333,2.83333333333333,7,1.63157894736842,4.53846153846154,3.18181818181818,4,1.06666666666667,3.8,2.22222222222222,3.15384615384615,5.07142857142857,2.05
"205","R_8v33xIQcNIwCm1X",3,4.08333333333333,3.58333333333333,3.52173913043478,4.16666666666667,3.5,1.33333333333333,2.6,3.53846153846154,3.57142857142857,4,3.75,3,3,4.55555555555556,3,6,26,7,3.86666666666667,2.55,3.45,4.625,1.45,3.5,2.1875,3,2.875,4.55555555555556,3.2,2.7,3.05555555555556,3.22222222222222,3.5,4.54545454545455,3.78947368421053,3.38461538461538,3.90909090909091,3.6,2.26666666666667,4.6,4.33333333333333,2.84615384615385,4.57142857142857,3.35
"206","R_9nLL0jCFcWKNkXL",2.22222222222222,3.375,3.04166666666667,3.21739130434783,3.79166666666667,3.5,3.33333333333333,2.5,3.53846153846154,4.57142857142857,3.6,3.75,3.66666666666667,4.94444444444444,3.55555555555556,3.21428571428571,6,18,5,3.46666666666667,3.2,2.65,5,2,3,2.4375,5.75,5,3.55555555555556,3.13333333333333,2.8,2.83333333333333,2.55555555555556,2.72222222222222,4.90909090909091,3.36842105263158,2.84615384615385,2.36363636363636,3.2,3.26666666666667,4.4,3.44444444444444,2.61538461538462,4.42857142857143,2.9
"207","R_9SO8JqOm92UGyrv",2.55555555555556,3.66666666666667,3.08333333333333,4.39130434782609,4.25,2.54166666666667,3,1.4,2.53846153846154,2.14285714285714,4,4,3,2.11111111111111,1,3.28571428571429,8,35,5,4,1.85,3.65,5.875,1.2,4.14285714285714,3.5625,6.25,2.25,1,3.7,1.6,1.5,2.61111111111111,3.61111111111111,5.63636363636364,3.57894736842105,3.38461538461538,3.36363636363636,3.4,1.66666666666667,3,4.66666666666667,3.92307692307692,4.92857142857143,3.95
"208","R_ALF6o8BYU4xEZS9",2.61111111111111,3.79166666666667,3,3,3.54166666666667,3.66666666666667,1.66666666666667,2.6,3.61538461538462,4,1.4,2.375,2,3.88888888888889,3.22222222222222,2.71428571428571,5,21,7,4.06666666666667,1.8,2.6,6.5625,1.55,3.07142857142857,2.4375,5.75,3.9375,3.22222222222222,3,2.8,2.83333333333333,2.77777777777778,2.61111111111111,6.72727272727273,3.68421052631579,3.07692307692308,3.27272727272727,2.2,1.2,3.8,2.44444444444444,2.76923076923077,4.21428571428571,2
"209","R_aWxmXokvnk48Xjr",1.83333333333333,3.45833333333333,4.375,3.30434782608696,4.54166666666667,2.04166666666667,2,1.5,1.38461538461538,1.71428571428571,3.8,3.375,2,3.05555555555556,1.38888888888889,4,6,21,6,2.4,1.7,3.65,6.8125,1.05,3.35714285714286,3.1875,6.25,3.25,1.38888888888889,4,1.4,1.83333333333333,4.33333333333333,3.66666666666667,6.72727272727273,2.21052631578947,4.69230769230769,1.54545454545455,4,1.6,2.8,3.22222222222222,3.69230769230769,4.78571428571429,3.8
"210","R_BPLWcLyjE09AdKp",2.55555555555556,3.58333333333333,3,3.08695652173913,4.45833333333333,NA,1.83333333333333,1.6,4,2.71428571428571,4.4,NA,3,2.61111111111111,1,1.57142857142857,7,24,7,3.26666666666667,2.75,3.7,6.625,2.95,2.57142857142857,2.375,5.25,2.5625,1,1.6,NA,2.05555555555556,2.55555555555556,3.72222222222222,6.45454545454545,3,2.38461538461538,3.27272727272727,4.2,2.2,2.6,3.44444444444444,2.38461538461538,4.85714285714286,NA
"211","R_Bst6RXYH0XdAF7X",2.27777777777778,3.41666666666667,2.70833333333333,2.39130434782609,4.04166666666667,3.91666666666667,1.16666666666667,3,3.84615384615385,3.42857142857143,3.4,4.5,4,4.44444444444444,3.16666666666667,2.78571428571429,4,14,6,1.06666666666667,2.05,3.75,6.1875,2.55,3.14285714285714,2.375,7.75,4.5,3.16666666666667,2.73333333333333,3.1,3.05555555555556,1.94444444444444,3.83333333333333,6.72727272727273,1.21052631578947,2.76923076923077,2.18181818181818,3,1.93333333333333,3.8,2,2.30769230769231,4.14285714285714,3.55
"212","R_C9aCTHNbEoR3D0d",2.61111111111111,3.95833333333333,3.20833333333333,2.82608695652174,3.83333333333333,3.5,1.16666666666667,2.4,3.92307692307692,2,3.6,3.875,3.33333333333333,3.72222222222222,2.16666666666667,2.85714285714286,5,17,7,3,1.5,2.8,5.875,2.4,3.07142857142857,3.125,6,3.875,2.16666666666667,3.03333333333333,3.5,2.55555555555556,2.55555555555556,2.88888888888889,5.81818181818182,2.73684210526316,3.30769230769231,3.36363636363636,2.6,1.33333333333333,4,2.55555555555556,2.53846153846154,4.42857142857143,3.85
"213","R_Cjkc58VjOYRHoHv",2.5,3.375,2.16666666666667,2.65217391304348,3.29166666666667,3.41666666666667,1.83333333333333,NA,3.92307692307692,4.57142857142857,2.6,2.75,4,5.61111111111111,4.33333333333333,2.42857142857143,6,17,6,NA,2.4,2.55,NA,2.5,2.57142857142857,2.5,7.25,5.625,4.33333333333333,2.46666666666667,2.9,NA,1.72222222222222,2.61111111111111,NA,NA,2.84615384615385,2.54545454545455,2.2,2.46666666666667,4.2,2.44444444444444,2.38461538461538,3.5,2.25
"214","R_dcb9jqhkbHQKjRf",2.55555555555556,4.08333333333333,3.16666666666667,2.1304347826087,3.5,4.29166666666667,1.5,3.4,3.46153846153846,3.14285714285714,4,4.25,2.33333333333333,4.61111111111111,2.38888888888889,2,5,20,6,1.46666666666667,1.8,2,6.3125,3.15,3,1.3125,6.5,4.5625,2.38888888888889,2.1,3.4,3.83333333333333,2.55555555555556,2.05555555555556,6.45454545454545,1.42105263157895,3.46153846153846,3.27272727272727,1.8,1.33333333333333,4.4,1.66666666666667,2.46153846153846,4.14285714285714,3.7
"215","R_dhAqbknOdzHXj9L",2.27777777777778,3.08333333333333,3.33333333333333,3.08695652173913,3.875,2.79166666666667,2.16666666666667,2.3,2.84615384615385,3,2.6,3.25,3.66666666666667,3.44444444444444,3.61111111111111,3.07142857142857,6,20,5,4.06666666666667,3.15,3.05,5.125,1.8,3.78571428571429,NA,5.75,3.4375,3.61111111111111,3.46666666666667,2.7,2.55555555555556,3.05555555555556,3.11111111111111,5.36363636363636,4,3.92307692307692,2.81818181818182,2.8,2.93333333333333,2.6,3.22222222222222,2.30769230769231,4,3
"216","R_DwO6oWnOVqnjG3D",2.77777777777778,3.875,2.625,3.04347826086957,3.91666666666667,3.08333333333333,1.5,2.5,3.69230769230769,2.14285714285714,4.4,4.875,4.66666666666667,4.33333333333333,3.88888888888889,2.92857142857143,5,19,6,1.8,1.8,2.65,7,1.45,3.14285714285714,2.8125,7,4.5,3.88888888888889,3.26666666666667,1.5,2.72222222222222,2.44444444444444,2.61111111111111,7,2.05263157894737,1.92307692307692,3,2.2,1.6,4.4,3.66666666666667,2.53846153846154,4.64285714285714,4.4
"217","R_e36Klh6gdcswjrb",3.38888888888889,4,4.125,4.1304347826087,4.45833333333333,2.04166666666667,3,1.5,2.69230769230769,2.28571428571429,3.6,2.875,3.33333333333333,3.55555555555556,1.77777777777778,4.07142857142857,6,34,6,2.6,1.55,3.7,6.1875,1.3,4.21428571428571,3.75,4,3.625,1.77777777777778,4.1,1.8,1.72222222222222,4.16666666666667,3.66666666666667,6.72727272727273,2.57894736842105,3.76923076923077,4.09090909090909,3.8,1.46666666666667,3.2,4.44444444444444,3.76923076923077,4.78571428571429,3.35
"218","R_eh7megNWnUH5FHb",3.66666666666667,3.66666666666667,3.58333333333333,3.73913043478261,4.04166666666667,4.33333333333333,1,2.8,2.46153846153846,4.57142857142857,4.4,4.375,5,5.94444444444444,3.11111111111111,2.57142857142857,6,20,6,2.8,3.65,2.15,5.875,3.65,2.78571428571429,2.8125,9,6.0625,3.11111111111111,2.13333333333333,4.3,3.38888888888889,4.16666666666667,2.16666666666667,5.63636363636364,3.10526315789474,2.15384615384615,4.18181818181818,1.8,3.86666666666667,4.2,2.77777777777778,4.07692307692308,4.78571428571429,3.35
"219","R_eljBs4wMTC1iZNf",2.66666666666667,3.29166666666667,2.58333333333333,3.65217391304348,2.79166666666667,3.79166666666667,2,2.4,3.53846153846154,2.42857142857143,3.6,3.25,4.33333333333333,5.77777777777778,2.44444444444444,2.35714285714286,5,26,7,2.93333333333333,3.4,3.5,5,2.45,3.35714285714286,2.125,7,6,2.44444444444444,2.73333333333333,3.4,2.5,2.5,3.44444444444444,5.63636363636364,3.05263157894737,2.07692307692308,3.54545454545455,1.4,3.8,1.8,3.55555555555556,3.07692307692308,3.5,3.45
"220","R_ellhk4DqOMR1SQF",2.05555555555556,3.41666666666667,2.95833333333333,3.30434782608696,3.54166666666667,4.29166666666667,1,2.8,3.92307692307692,3.28571428571429,3.4,3.75,4.33333333333333,5.66666666666667,4.11111111111111,2.21428571428571,6,20,5,4.2,2.3,2.6,6.5,2.25,2.71428571428571,2.125,7.25,5.625,4.11111111111111,2.46666666666667,3.4,3.22222222222222,2.38888888888889,2.55555555555556,6.36363636363636,3.94736842105263,1.76923076923077,2.45454545454545,1.4,2.13333333333333,3.2,2.55555555555556,3.23076923076923,5.07142857142857,3.3
"221","R_OCPnzlEY0BG1SaB",2.61111111111111,2.875,2.75,1.82608695652174,3.29166666666667,3.625,2.16666666666667,3.4,2.23076923076923,1.42857142857143,1.8,4.375,5,3.66666666666667,3.27777777777778,2.28571428571429,6,23,6,4.13333333333333,3.2,1.95,6.4375,2.5,2.71428571428571,2.125,9,3.25,3.27777777777778,2.63333333333333,3,3.55555555555556,2.16666666666667,2.05555555555556,7,4.21052631578947,4.38461538461539,3.09090909090909,1.2,3.46666666666667,3.4,1.55555555555556,1.84615384615385,3.5,3.8
"222","R_OdRF6pgF5rBrwxb",2.72222222222222,2.75,2.91666666666667,3.17391304347826,3.41666666666667,3.08333333333333,3.5,2.2,3.38461538461538,3.28571428571429,2.4,3,4,4.16666666666667,4.5,NA,5,15,5,3,4,2.6,4.9375,1.95,3.42857142857143,2.375,6.75,4.1875,4.5,NA,2.4,2.5,2.38888888888889,2.66666666666667,5.36363636363636,3.10526315789474,2.61538461538462,3,2.2,3.86666666666667,1.8,2.55555555555556,3.15384615384615,4,2.75
"223","R_ODUdX6O251xuaZP",2.83333333333333,3.75,3.54166666666667,3.56521739130435,3.95833333333333,2.875,2.83333333333333,1.7,1.76923076923077,2.85714285714286,3.8,3.875,4,5.72222222222222,1.94444444444444,2.85714285714286,8,14,4,NA,2.7,2.75,6.75,1.9,3.71428571428571,3.4375,8,5.6875,1.94444444444444,3.2,2.8,2,3.55555555555556,2.66666666666667,7,NA,4.07692307692308,3.27272727272727,3.4,2.4,4.6,4.22222222222222,3.61538461538462,4.42857142857143,3.6
"224","R_OuHjbQb6u112jMl",2.94444444444444,3.20833333333333,2.83333333333333,3.65217391304348,3.33333333333333,3.20833333333333,3.33333333333333,2.4,3.61538461538462,3.14285714285714,3,2.875,4,4,4.05555555555556,2.78571428571429,6,28,6,3.6,2.35,3.2,5.75,2.25,3.85714285714286,2.25,5.75,4,4.05555555555556,3.1,3,2.55555555555556,2.33333333333333,3.16666666666667,5.54545454545455,3.42105263157895,3.07692307692308,3.90909090909091,2.2,2.26666666666667,4.2,3.44444444444444,2.84615384615385,3.78571428571429,2.9
"225","R_pbYjGBx9FERqgoh",2.77777777777778,4,3.95833333333333,2.34782608695652,3.29166666666667,3.45833333333333,1,2.2,2.23076923076923,2.85714285714286,1,4,3,5.83333333333333,4.88888888888889,1.78571428571429,5,15,6,5.46666666666667,2.45,1.55,4.375,3.15,2.64285714285714,2.0625,8.25,6.125,4.88888888888889,2,3.1,2.88888888888889,3.83333333333333,1.55555555555556,4.90909090909091,5.10526315789474,4,3,2,2.33333333333333,4.6,1.44444444444444,3.23076923076923,3.42857142857143,2.95
"226","R_plzXDKymGCSZO9P",2.77777777777778,3.25,NA,3,4.125,3.79166666666667,1.66666666666667,2.2,3.15384615384615,4.14285714285714,3,2.25,3,2.22222222222222,3.72222222222222,2.85714285714286,8,28,7,1.73333333333333,3.45,2.9,6.75,2.15,3.28571428571429,2.875,2,2,3.72222222222222,2.73333333333333,2.5,2.5,3.88888888888889,2.94444444444444,6.63636363636364,1.73684210526316,3.15384615384615,2.45454545454545,3.6,3.66666666666667,4,2.55555555555556,NA,4.14285714285714,2.3
"227","R_PSP7R5cB97A27Op",3.5,4.33333333333333,3.875,4,4.83333333333333,2.20833333333333,3.33333333333333,1.6,2.07692307692308,3.42857142857143,1.8,3.25,2.33333333333333,2.77777777777778,2.38888888888889,4.14285714285714,5,23,7,2.2,2.8,3.8,6.125,1.1,4.14285714285714,3.6875,2.5,2.625,2.38888888888889,4.1,2,1.44444444444444,3.61111111111111,3.77777777777778,7,2.57894736842105,4.46153846153846,4.09090909090909,4.2,2.8,4.8,4.33333333333333,3.53846153846154,5.07142857142857,2.65
"228","R_Q09eGzeYD3GoSGt",2.94444444444444,3.20833333333333,3.29166666666667,NA,3.75,3.16666666666667,2.16666666666667,2.2,3.38461538461538,1.14285714285714,4.8,4.375,3.66666666666667,NA,2.55555555555556,2.71428571428571,6,23,7,4,3.2,2.55,4,2.2,3.78571428571429,2.6875,6.5,5.0625,2.55555555555556,3.2,3.1,2.33333333333333,3.5,2.55555555555556,4.45454545454545,3.94736842105263,NA,3.45454545454545,3.2,2.86666666666667,2.2,3.55555555555556,3.30769230769231,3.92857142857143,4.65
"229","R_qCQywPH4p9tKNxv",3.22222222222222,3.625,4.33333333333333,3.04347826086957,4.29166666666667,3.45833333333333,1.16666666666667,2.6,2,4.14285714285714,3.4,3,3.66666666666667,4.61111111111111,1.16666666666667,2.64285714285714,7,12,5,3.13333333333333,1.75,2.75,7,2.65,3.35714285714286,1.9375,7,4.6875,1.16666666666667,2.83333333333333,3.6,3.22222222222222,4.05555555555556,2.66666666666667,7,3,4,3.63636363636364,3.2,1.86666666666667,3.2,3.22222222222222,4.53846153846154,4.85714285714286,2.7
"230","R_Qg0LAjE6JWh9npL",2.72222222222222,3.83333333333333,3.625,3.08695652173913,4,2.45833333333333,3.5,2.5,2.92307692307692,3.14285714285714,4,3.5,2.66666666666667,2.94444444444444,1.22222222222222,3.42857142857143,6,13,7,3.8,2.6,2.2,5.9375,1.45,3.57142857142857,2.8125,7.75,2.875,1.22222222222222,3.56666666666667,2.2,2.22222222222222,3.44444444444444,2.16666666666667,6,3.42105263157895,4,3.36363636363636,3.6,2.66666666666667,3.4,2.88888888888889,3.38461538461538,4.07142857142857,3.4
"231","R_qxe60Q0nnjxCQbD",2.22222222222222,3.20833333333333,4.04166666666667,3.1304347826087,3.08333333333333,2.95833333333333,3.83333333333333,2.8,NA,2.42857142857143,2.2,2.875,3.66666666666667,4.66666666666667,4.16666666666667,3.42857142857143,5,20,6,3.86666666666667,4.25,2.5,3.9375,1.6,3.14285714285714,NA,5.25,5,4.16666666666667,3.43333333333333,2.2,2.66666666666667,3.66666666666667,2.5,3.90909090909091,3.84210526315789,NA,3.18181818181818,2.4,4.33333333333333,3.8,2.88888888888889,3.38461538461538,3.07142857142857,2.95
"232","R_RJoSYG5hGTWZhpT",2.11111111111111,3,3.58333333333333,3.30434782608696,3.875,2.08333333333333,3.5,2,2.30769230769231,3.14285714285714,1.8,4.25,3,1.38888888888889,5.83333333333333,4.21428571428571,6,15,4,2,4.2,3.25,6.3125,1.15,4,3.375,6.75,1.4375,5.83333333333333,4.16666666666667,1.2,1.88888888888889,3.55555555555556,3.33333333333333,6.18181818181818,2.21052631578947,3.84615384615385,2.45454545454545,3,4.13333333333333,2.6,3.11111111111111,3.15384615384615,4.21428571428571,3.15
"233","R_RK3tWigLqHlNGdH",3.38888888888889,4.41666666666667,4.29166666666667,4,4.5,2.875,1,1.4,2.23076923076923,1.85714285714286,2.6,2.5,3.66666666666667,3.83333333333333,1.55555555555556,2.42857142857143,5,21,6,3.33333333333333,1.6,4,7,1.7,4.21428571428571,1.75,7,3.875,1.55555555555556,3.06666666666667,2.6,1.77777777777778,4,4,7,3.05263157894737,3.61538461538462,4.36363636363636,3.8,1.13333333333333,5,4.77777777777778,3.92307692307692,5.14285714285714,3.1
"234","R_RQEfcr86wrRsqEV",2.61111111111111,3.83333333333333,4.04166666666667,4.04347826086957,4.29166666666667,2.04166666666667,1,1.5,2.23076923076923,3.85714285714286,2.6,2.875,3,2.94444444444444,3.22222222222222,2.71428571428571,6,26,5,1.86666666666667,1.8,3.55,6.6875,1.4,3.57142857142857,3.3125,5.75,3.0625,3.22222222222222,3.16666666666667,1.5,1.77777777777778,4.16666666666667,3.61111111111111,6.72727272727273,1.78947368421053,3.61538461538462,3,3.8,1.46666666666667,3.6,4.11111111111111,3.92307692307692,4.42857142857143,2.55
"235","R_RqNfPcJQDgyFWRb",3,4.125,3.625,3.47826086956522,4.29166666666667,2.375,2.66666666666667,1.9,2.61538461538462,3.71428571428571,NA,3.625,3.33333333333333,4.05555555555556,3.22222222222222,2.85714285714286,5,22,7,4.53333333333333,3.3,3.3,5.1875,1.35,3.78571428571429,3.125,6,4.1875,3.22222222222222,3.4,2,1.94444444444444,2.83333333333333,3.27777777777778,5.27272727272727,4.10526315789474,3.92307692307692,3.27272727272727,3,3.2,4.2,4,3.38461538461538,4.64285714285714,NA
"236","R_RVmHR1c33994jPH",2.83333333333333,4.125,2.58333333333333,2.43478260869565,3.45833333333333,4.45833333333333,1.5,3,3.61538461538462,1.71428571428571,2.4,4.5,4,5.55555555555556,5.05555555555556,1.71428571428571,6,24,6,1.33333333333333,1.5,2,6.3125,3.6,2.5,1.3125,7.5,5.6875,5.05555555555556,1.86666666666667,4.5,3.5,1.83333333333333,1.94444444444444,6.63636363636364,1.42105263157895,3,2.90909090909091,1.8,1.33333333333333,4.4,2.88888888888889,2.07692307692308,4.42857142857143,3.9
"237","R_sNAcgwRp7qGsVEd",2.72222222222222,3.79166666666667,2.625,3.82608695652174,3.33333333333333,3.54166666666667,2.66666666666667,2,4,4,4,2.625,4.66666666666667,2.83333333333333,2,2.85714285714286,6,25,6,4.46666666666667,2.65,3.85,5.1875,1.85,3.71428571428571,3.1875,5.75,2.875,2,3.26666666666667,3.2,1.94444444444444,2.11111111111111,3.88888888888889,5.72727272727273,4.26315789473684,2.15384615384615,3.63636363636364,2.2,2.33333333333333,3.8,4,3.07692307692308,3.78571428571429,2.75
"238","R_SZxlpeafBknAG8V",2.11111111111111,3.91666666666667,4,2.69565217391304,3.91666666666667,3.41666666666667,1,2.6,2.76923076923077,3.71428571428571,4.2,4.125,4,4.33333333333333,2.94444444444444,2.42857142857143,6,29,6,2.73333333333333,2.25,2.85,5.375,1.85,3.57142857142857,2.4375,5,4.3125,2.94444444444444,3.03333333333333,3.1,2.66666666666667,3.77777777777778,2.88888888888889,5.54545454545455,2.78947368421053,3.76923076923077,2.81818181818182,2.4,2.06666666666667,4.2,1.55555555555556,3.15384615384615,4.78571428571429,3.5
"239","R_T6rb2z9d8ZVlIRj",2.44444444444444,3.875,NA,3.43478260869565,4.16666666666667,3.25,3.66666666666667,2.3,2.53846153846154,3.14285714285714,1.8,3.5,2.66666666666667,6.11111111111111,4.27777777777778,2.57142857142857,7,22,6,2.06666666666667,1.8,3.55,5.8125,2.2,3.42857142857143,2.625,7.5,6.1875,4.27777777777778,2.83333333333333,2.9,2.55555555555556,3.38888888888889,3.55555555555556,5.90909090909091,2.21052631578947,NA,3.18181818181818,2.6,1.8,4.6,3.55555555555556,3.53846153846154,4.78571428571429,2.85
"240","R_tRjjXv5kc7rY1Pj",2.11111111111111,3.33333333333333,3.54166666666667,3.43478260869565,3.875,3.41666666666667,3.16666666666667,2.4,3.30769230769231,2.71428571428571,3.2,2.375,2.66666666666667,3.66666666666667,3.72222222222222,2.5,6,20,5,3.2,3.1,2.65,5.625,1.5,3.21428571428571,2.1875,6.5,3.5,3.72222222222222,3.1,2.2,2.88888888888889,3.44444444444444,2.66666666666667,5.54545454545455,3.05263157894737,3.38461538461538,2.36363636363636,3.6,2.93333333333333,3.6,3.22222222222222,3.46153846153846,4,2.9
"241","R_tVrbAyNtWJG5f1f",2.38888888888889,3.70833333333333,NA,3.26086956521739,4.04166666666667,3.125,2,2.2,2.07692307692308,2.85714285714286,3.2,3.375,4,3.27777777777778,1.5,2.78571428571429,7,18,6,3.33333333333333,2.5,3.35,5.9375,1.7,3.85714285714286,2.6875,6.5,3.3125,1.5,3.36666666666667,3.2,2.33333333333333,NA,3.44444444444444,6.18181818181818,3.26315789473684,3.76923076923077,3,3.4,2.33333333333333,4.2,3.44444444444444,3.46153846153846,4.57142857142857,3.25
"242","R_UFrtDJqTp9k7nm9",2.27777777777778,NA,NA,2.91304347826087,4.375,2.66666666666667,1,1.4,2.69230769230769,3.85714285714286,2.6,2.875,2.33333333333333,1.5,1.61111111111111,3.5,7,14,4,4.06666666666667,2.8,3.15,5.625,1.65,3.85714285714286,3,4.25,1.5,1.61111111111111,3.56666666666667,1.8,1.61111111111111,NA,3.16666666666667,5.45454545454545,3.78947368421053,4.07692307692308,3.18181818181818,3.6,2.73333333333333,NA,2.11111111111111,3.76923076923077,4.85714285714286,2.55
"243","R_UJChjQBrXCGpOlH",2.83333333333333,4.25,2.58333333333333,2.95652173913043,4,4,4.16666666666667,3,3.69230769230769,4.28571428571429,2.8,3.375,4.66666666666667,4.94444444444444,4,2.35714285714286,6,14,5,2.2,1.75,2.7,6.125,2.2,3,1.9375,7.25,4.9375,4,2.66666666666667,3.5,3.27777777777778,2.44444444444444,2.77777777777778,6.27272727272727,2.05263157894737,3.07692307692308,3.45454545454545,3.6,1.6,4.6,2.44444444444444,2.15384615384615,4.28571428571429,2.65
"244","R_vcaRHC9Dq5168RH",2.22222222222222,2.95833333333333,3.625,2.43478260869565,3.625,3.75,2.33333333333333,2.6,3,3.42857142857143,3.8,4.375,4,4.88888888888889,1.94444444444444,2.07142857142857,6,16,6,3.73333333333333,3.55,1.95,4.6875,2.35,2.85714285714286,2,7.5,4.9375,1.94444444444444,2.3,3.5,2.94444444444444,3.44444444444444,2,4.90909090909091,3.68421052631579,3.46153846153846,2,2.6,3.53333333333333,3,1.88888888888889,2.61538461538462,4.07142857142857,3.6
"245","R_vNXhlzWJFE5DIsh",2.33333333333333,2.91666666666667,NA,3.47826086956522,4.04166666666667,2.04166666666667,2,1.3,2.61538461538462,3.42857142857143,1.6,3.125,3.66666666666667,2.33333333333333,1.83333333333333,3.5,7,26,6,3.06666666666667,3.5,3.7,6.9375,1.6,4.21428571428571,3.1875,6.5,2.4375,1.83333333333333,3.96666666666667,2,1.44444444444444,3.88888888888889,3.77777777777778,6.90909090909091,3,4,2.27272727272727,4,3.46666666666667,2.4,3,3.46153846153846,4.21428571428571,2.55
"246","R_w60SIp02WueAGhr",2.38888888888889,3.83333333333333,3.70833333333333,3.1304347826087,3.375,3.375,1.83333333333333,2.8,3,2,2.4,4,3.66666666666667,5.27777777777778,4.72222222222222,2.64285714285714,5,10,4,2.2,2.25,1.9,6.0625,1.7,4,2.5625,5.25,5.1875,4.72222222222222,3.16666666666667,2.8,2.94444444444444,3.5,1.94444444444444,6.27272727272727,2.10526315789474,3.38461538461538,3,1.2,2.06666666666667,4.6,2.77777777777778,2.84615384615385,4.07142857142857,3.6
"247","R_w6seSI9bkDDcp5n",2.94444444444444,4.16666666666667,3.125,2.78260869565217,4.58333333333333,2.25,2.66666666666667,1.4,2.84615384615385,3.28571428571429,1.8,2.625,4,3.44444444444444,3.16666666666667,3.42857142857143,5,17,5,1.6,2.45,3.65,6.6875,1.85,4.07142857142857,3.5625,6.5,3.375,3.16666666666667,3.56666666666667,2.5,1.44444444444444,2.27777777777778,3.66666666666667,7,1.68421052631579,4.76923076923077,4.18181818181818,4.4,2.4,4.4,2.22222222222222,2.23076923076923,4.78571428571429,2.45
