"","responseid","x","q55_1","q55_2","q55_3","q55_4","q55_5","q55_6","q55_7","hightemp","x.x","q55_13","q55_14","q55_15","q55_16","q55_17","q55_18","q55_19","q55_20","solitaryt","x.y","q55_8","q55_9","q55_10","q55_11","q55_12","socialt","q53_97","q53_98","q53_93","q53_99","q53_100","q53_101","q53_102","q53_104","q53_89","q53_91","q53_86","q53_79","q53_77","q53_94","q53_75","q53_73","q53_71","q53_69","avoidance","q53_1","q53_70","q53_72","q53_74","q53_76","q53_78","q53_80","q53_81","q53_82","q53_83","q53_84","q53_85","q53_87","q53_88","q53_90","q53_92","q53_95","q53_96","anxiety","STRAQ","anxiety2","avoidance2","wellbeing","anxious","selfesteem","selfdiscipline","loneliness","sdo2","rightprej","impulsive","thoughtful","trusting","rwa2","stimulation","sociable","leader","empathic"
"191","R_3QRIa9Tjw0w09H4",141,3,3,5,4,2,4,2,3.28571428571429,141,3,2,2,3,4,4,4,4,3.25,141,4,4,3,4,4,3.8,1,3,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1.33333333333333,5,2,2,2,6,5,2,2,2,2,2,1,2,1,1,2,5,2,2.55555555555556,3.2,2.4375,1.33333333333333,3.76666666666667,1.5,2.61111111111111,3.05555555555556,3.27777777777778,6.72727272727273,1.36842105263158,4,3.18181818181818,3.8,1.2,4.4,4.33333333333333,3.53846153846154,4.78571428571429
"192","R_3rGvB3CwGekaJfJ",46,2,2,2,2,2,3,1,2,46,5,4,4,3,3,4,4,1,3.5,46,3,4,4,4,4,3.8,2,1,2,1,2,2,3,2,3,1,2,2,1,1,1,3,1,2,1.77777777777778,3,3,2,3,4,2,3,2,5,1,3,4,6,2,3,6,4,1,3.16666666666667,3.75,3.25,1.77777777777778,3.6,2.4,2.05555555555556,3.22222222222222,3.88888888888889,6.27272727272727,3.89473684210526,2.53846153846154,2.18181818181818,2.8,1.93333333333333,3,4.66666666666667,3,3.64285714285714
"193","R_3s1eEJoDhuoZ08L",193,1,1,2,2,4,4,1,2.14285714285714,193,1,4,5,2,4,5,1,1,2.875,193,1,1,1,1,4,1.6,5,4,7,4,3,7,5,3,3,6,4,6,1,5,2,7,2,5,4.38888888888889,4,4,7,2,5,4,7,7,4,1,5,1,4,1,1,7,6,3,4.05555555555556,2.9,4,4.38888888888889,2.4,1.8,3.22222222222222,3.11111111111111,1.83333333333333,4.54545454545455,2.89473684210526,4.38461538461539,1.63636363636364,1.4,4.4,4.4,1.66666666666667,1.15384615384615,2.21428571428571
"194","R_3s7adbxUBwxLPSE",239,5,5,5,5,5,5,4,4.85714285714286,239,4,2,4,4,3,5,5,4,3.875,239,1,2,2,3,2,2,3,5,3,3,2,2,2,2,2,1,3,3,3,4,5,4,3,3,2.94444444444444,6,5,5,2,3,3,5,5,5,3,6,2,6,4,6,6,7,2,4.5,2.45,4.5,2.94444444444444,3.93333333333333,3.7,3.27777777777778,4.55555555555556,3.61111111111111,5.90909090909091,2,4.30769230769231,2.45454545454545,3.8,1.93333333333333,4.6,2.66666666666667,3.23076923076923,5
"195","R_3siiWMgCbIqWYRi",165,5,4,5,5,5,5,4,4.71428571428571,165,1,1,1,1,1,4,4,2,1.875,165,5,5,4,5,5,4.8,4,1,1,1,1,1,1,1,7,1,1,2,1,1,1,NA,1,1,NA,6,5,2,5,7,5,5,5,3,1,5,4,5,1,2,5,2,3,3.94444444444444,2.4,4.125,NA,3.76666666666667,1.5,1.88888888888889,3.55555555555556,3.55555555555556,5.45454545454545,1.73684210526316,4.15384615384615,3.72727272727273,4.2,1.73333333333333,3.6,2.33333333333333,3.30769230769231,4.92857142857143
"196","R_3ssLhFsKxb6kiyn",122,4,1,1,2,1,3,2,2,122,4,1,2,3,5,1,4,3,2.875,122,1,4,3,4,4,3.2,1,3,3,2,3,4,1,3,4,3,2,4,4,3,2,4,3,3,2.88888888888889,5,5,4,5,4,7,6,5,4,1,2,6,6,2,2,5,2,4,4.16666666666667,3.35,4.3125,2.88888888888889,3.66666666666667,NA,1.44444444444444,3.72222222222222,3.55555555555556,6.63636363636364,2.05263157894737,2.69230769230769,2.81818181818182,4.4,2.26666666666667,2.8,4.44444444444444,3.69230769230769,4.71428571428571
"197","R_3suWoklExYJGLA3",70,4,2,3,4,1,2,1,2.42857142857143,70,2,1,1,2,1,5,1,1,1.75,70,1,2,1,2,4,2,2,1,1,1,7,1,1,1,2,1,1,1,1,1,1,2,1,2,1.55555555555556,6,1,1,3,6,5,1,6,1,1,2,2,1,2,3,1,5,2,2.72222222222222,2.45,2.625,1.55555555555556,3.8,1.6,1.66666666666667,2.55555555555556,3.44444444444444,3.72727272727273,3.52631578947368,3.76923076923077,2.81818181818182,3.6,3,3.8,2.55555555555556,3.84615384615385,4
"198","R_4SCLcBHAfeBz8Jz",133,5,5,5,5,4,5,3,4.57142857142857,133,2,1,4,1,1,3,4,1,2.125,133,1,2,1,1,2,1.4,5,4,3,6,4,4,5,4,3,4,4,4,4,5,6,4,5,4,4.33333333333333,2,2,2,3,4,2,2,5,2,2,4,2,3,4,5,2,6,4,3.11111111111111,1.7,2.875,4.33333333333333,2.46666666666667,2.7,3.5,3.16666666666667,2.94444444444444,5.63636363636364,2.31578947368421,3.23076923076923,3,2.6,1.73333333333333,5,2.77777777777778,2.69230769230769,4.42857142857143
"199","R_5h87bfJ4HRaVFMB",121,4,2,5,5,4,5,4,4.14285714285714,121,4,1,4,2,3,4,4,3,3.125,121,1,2,3,4,3,2.6,4,4,3,3,3,2,3,3,5,4,4,5,3,2,5,4,5,3,3.61111111111111,3,4,4,3,5,3,5,5,5,3,5,2,3,1,5,1,5,3,3.61111111111111,2.55,3.5625,3.61111111111111,3.26666666666667,1.9,2.77777777777778,3.83333333333333,2.83333333333333,5.18181818181818,2.73684210526316,4.46153846153846,3.81818181818182,3.6,2,5,2.88888888888889,3.23076923076923,4.57142857142857
"200","R_6F0SoxyI54cftIZ",102,4,2,3,3,2,4,3,3,102,4,2,3,4,2,4,3,3,3.125,102,2,4,2,3,3,2.8,3,3,2,2,5,3,2,4,3,3,3,4,3,2,6,3,3,5,3.27777777777778,3,2,2,2,4,5,3,3,3,2,4,3,6,2,4,5,5,2,3.33333333333333,3,3.3125,3.27777777777778,3.03333333333333,2.9,2.55555555555556,3.66666666666667,2.88888888888889,6,2.47368421052632,4,2.36363636363636,3.4,1.86666666666667,5,2.77777777777778,3.15384615384615,NA
"201","R_74MaCOcWb4ymHx7",67,4,2,5,2,5,4,2,3.42857142857143,67,4,3,2,4,2,3,3,1,2.75,67,1,2,1,2,3,1.8,1,3,4,2,2,2,3,3,3,3,3,5,5,3,4,2,4,4,3.11111111111111,6,3,1,3,3,6,5,2,5,5,4,3,1,1,4,4,5,3,3.55555555555556,2.45,3.5,3.11111111111111,2.76666666666667,2.8,2.72222222222222,2.61111111111111,2.44444444444444,4.54545454545455,1.94736842105263,4.15384615384615,3,3.6,2.2,4.4,3.77777777777778,2.07692307692308,4.92857142857143
"202","R_7R5W4LtoJ3cpZU5",254,4,4,4,4,4,4,3,3.85714285714286,254,4,4,3,3,4,2,3,3,3.25,254,1,2,1,2,1,1.4,3,4,4,3,2,3,3,5,4,4,2,3,4,5,3,4,4,4,3.55555555555556,2,4,4,4,4,6,4,5,4,3,3,4,4,4,3,4,3,4,3.83333333333333,2.4,3.875,3.55555555555556,2.86666666666667,2.4,2.22222222222222,3.11111111111111,2.72222222222222,6,3.63157894736842,4.07692307692308,2.27272727272727,2.4,3.8,2.6,2.55555555555556,3,3.85714285714286
"203","R_7R7vfb03bLnUtVf",210,4,4,5,5,4,4,5,4.42857142857143,210,2,2,2,3,3,3,4,3,2.75,210,2,3,2,2,3,2.4,5,5,4,1,5,5,4,1,2,5,3,5,2,3,2,3,1,4,3.33333333333333,2,2,1,2,2,2,2,3,3,3,3,2,2,5,2,1,2,1,2.22222222222222,2.25,2.3125,3.33333333333333,3.56666666666667,1.7,2,3.22222222222222,3.11111111111111,4.63636363636364,3.42105263157895,4,3.90909090909091,4.2,2.2,5,3.55555555555556,3.15384615384615,4.07142857142857
"204","R_8B3EviQmOkCcOrf",188,4,1,5,5,2,5,2,3.42857142857143,188,5,2,1,2,3,1,1,1,2,188,1,3,1,1,1,1.4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2.05,4,4,3.86666666666667,2,1.61111111111111,2.83333333333333,2.83333333333333,7,1.63157894736842,4.53846153846154,3.18181818181818,4,1.06666666666667,3.8,2.22222222222222,3.15384615384615,5.07142857142857
"205","R_8v33xIQcNIwCm1X",89,4,3,4,4,4,4,2,3.57142857142857,89,4,2,3,4,4,5,5,3,3.75,89,2,5,4,5,4,4,5,5,3,5,5,6,6,3,2,3,3,7,5,5,2,4,6,7,4.55555555555556,2,2,5,3,4,5,3,5,2,1,4,2,2,2,2,2,6,2,3,3.35,2.875,4.55555555555556,3.2,2.7,3.05555555555556,3.22222222222222,3.5,4.54545454545455,3.78947368421053,3.38461538461538,3.90909090909091,3.6,2.26666666666667,4.6,4.33333333333333,2.84615384615385,4.57142857142857
"206","R_9nLL0jCFcWKNkXL",114,5,4,5,5,5,5,3,4.57142857142857,114,5,4,2,4,5,3,4,3,3.75,114,3,4,4,4,3,3.6,4,3,3,3,4,4,4,3,3,4,4,4,3,3,3,5,3,4,3.55555555555556,5,5,5,3,4,6,5,7,7,4,3,5,5,4,6,6,7,2,4.94444444444444,2.9,5,3.55555555555556,3.13333333333333,2.8,2.83333333333333,2.55555555555556,2.72222222222222,4.90909090909091,3.36842105263158,2.84615384615385,2.36363636363636,3.2,3.26666666666667,4.4,3.44444444444444,2.61538461538462,4.42857142857143
"207","R_9SO8JqOm92UGyrv",222,2,1,4,4,1,2,1,2.14285714285714,222,5,5,5,4,5,4,3,1,4,222,3,2,5,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,4,1,1,5,1,1,3,1,4,1,1,2,1,2,1,1,2.11111111111111,3.95,2.25,1,3.7,1.6,1.5,2.61111111111111,3.61111111111111,5.63636363636364,3.57894736842105,3.38461538461538,3.36363636363636,3.4,1.66666666666667,3,4.66666666666667,3.92307692307692,4.92857142857143
"208","R_ALF6o8BYU4xEZS9",37,4,4,5,5,4,4,2,4,37,3,1,1,1,3,4,4,2,2.375,37,1,3,1,1,1,1.4,4,3,3,3,3,2,3,4,3,2,3,3,3,6,3,3,3,4,3.22222222222222,5,3,3,2,5,6,5,6,4,4,5,3,4,1,3,4,5,2,3.88888888888889,2,3.9375,3.22222222222222,3,2.8,2.83333333333333,2.77777777777778,2.61111111111111,6.72727272727273,3.68421052631579,3.07692307692308,3.27272727272727,2.2,1.2,3.8,2.44444444444444,2.76923076923077,4.21428571428571
"209","R_aWxmXokvnk48Xjr",148,4,1,1,1,2,2,1,1.71428571428571,148,4,1,3,4,4,3,5,3,3.375,148,3,4,4,4,4,3.8,2,1,1,2,1,1,1,1,2,1,2,1,1,1,2,3,1,1,1.38888888888889,4,4,4,1,5,5,5,2,4,1,2,2,4,2,1,6,2,1,3.05555555555556,3.8,3.25,1.38888888888889,4,1.4,1.83333333333333,4.33333333333333,3.66666666666667,6.72727272727273,2.21052631578947,4.69230769230769,1.54545454545455,4,1.6,2.8,3.22222222222222,3.69230769230769,4.78571428571429
"210","R_BPLWcLyjE09AdKp",5,3,2,2,4,5,2,1,2.71428571428571,5,NA,4,1,4,5,5,4,4,NA,5,3,5,4,5,5,4.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,2,2,4,1,3,7,1,1,4,1,2,1,3,1,5,1,2.61111111111111,NA,2.5625,1,1.6,NA,2.05555555555556,2.55555555555556,3.72222222222222,6.45454545454545,3,2.38461538461538,3.27272727272727,4.2,2.2,2.6,3.44444444444444,2.38461538461538,4.85714285714286
"211","R_Bst6RXYH0XdAF7X",80,4,2,4,4,4,4,2,3.42857142857143,80,5,5,4,4,5,4,5,4,4.5,80,3,4,3,3,4,3.4,5,4,3,2,4,3,2,3,4,3,3,3,2,3,3,3,5,2,3.16666666666667,5,5,5,6,5,5,3,7,4,1,5,5,2,4,6,4,6,2,4.44444444444444,3.55,4.5,3.16666666666667,2.73333333333333,3.1,3.05555555555556,1.94444444444444,3.83333333333333,6.72727272727273,1.21052631578947,2.76923076923077,2.18181818181818,3,1.93333333333333,3.8,2,2.30769230769231,4.14285714285714
"212","R_C9aCTHNbEoR3D0d",34,3,2,2,2,2,2,1,2,34,4,4,4,3,4,5,4,3,3.875,34,2,3,4,4,5,3.6,2,2,4,1,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2.16666666666667,6,4,3,3,6,2,5,4,5,2,3,2,5,1,5,6,4,1,3.72222222222222,3.85,3.875,2.16666666666667,3.03333333333333,3.5,2.55555555555556,2.55555555555556,2.88888888888889,5.81818181818182,2.73684210526316,3.30769230769231,3.36363636363636,2.6,1.33333333333333,4,2.55555555555556,2.53846153846154,4.42857142857143
"213","R_Cjkc58VjOYRHoHv",132,5,5,4,5,4,5,4,4.57142857142857,132,2,2,4,3,2,5,2,2,2.75,132,1,3,3,4,2,2.6,5,5,5,3,5,5,3,5,3,5,3,5,5,4,5,5,2,5,4.33333333333333,6,6,6,6,7,6,3,5,7,5,2,6,6,6,6,7,4,7,5.61111111111111,2.25,5.625,4.33333333333333,2.46666666666667,2.9,NA,1.72222222222222,2.61111111111111,NA,NA,2.84615384615385,2.54545454545455,2.2,2.46666666666667,4.2,2.44444444444444,2.38461538461538,3.5
"214","R_dcb9jqhkbHQKjRf",255,5,2,4,4,3,3,1,3.14285714285714,255,5,3,5,4,4,5,4,4,4.25,255,3,5,5,2,5,4,2,6,2,4,3,2,1,3,2,1,1,2,2,2,5,3,1,1,2.38888888888889,6,6,5,6,7,5,6,6,2,2,1,7,2,1,6,5,7,3,4.61111111111111,3.7,4.5625,2.38888888888889,2.1,3.4,3.83333333333333,2.55555555555556,2.05555555555556,6.45454545454545,1.42105263157895,3.46153846153846,3.27272727272727,1.8,1.33333333333333,4.4,1.66666666666667,2.46153846153846,4.14285714285714
"215","R_dhAqbknOdzHXj9L",61,3,2,4,4,2,5,1,3,61,4,4,2,2,5,4,1,4,3.25,61,2,4,3,2,2,2.6,5,4,3,3,4,4,4,4,3,3,3,4,2,4,3,4,4,4,3.61111111111111,3,4,5,4,3,4,4,4,3,3,3,4,2,2,3,4,5,2,3.44444444444444,3,3.4375,3.61111111111111,3.46666666666667,2.7,2.55555555555556,3.05555555555556,3.11111111111111,5.36363636363636,4,3.92307692307692,2.81818181818182,2.8,2.93333333333333,2.6,3.22222222222222,2.30769230769231,4
"216","R_DwO6oWnOVqnjG3D",213,3,1,3,2,2,3,1,2.14285714285714,213,4,5,5,5,5,5,5,5,4.875,213,4,3,5,5,5,4.4,5,5,5,3,4,4,2,2,6,5,4,5,3,3,5,4,2,3,3.88888888888889,5,5,6,4,7,5,5,6,6,2,1,2,5,4,5,4,5,1,4.33333333333333,4.4,4.5,3.88888888888889,3.26666666666667,1.5,2.72222222222222,2.44444444444444,2.61111111111111,7,2.05263157894737,1.92307692307692,3,2.2,1.6,4.4,3.66666666666667,2.53846153846154,4.64285714285714
"217","R_e36Klh6gdcswjrb",20,4,2,2,3,1,2,2,2.28571428571429,20,4,2,2,1,5,4,3,2,2.875,20,3,4,3,4,4,3.6,3,1,2,1,1,1,1,3,2,1,1,2,1,2,1,4,3,2,1.77777777777778,5,4,4,5,6,2,4,6,4,1,3,4,2,2,1,5,5,1,3.55555555555556,3.35,3.625,1.77777777777778,4.1,1.8,1.72222222222222,4.16666666666667,3.66666666666667,6.72727272727273,2.57894736842105,3.76923076923077,4.09090909090909,3.8,1.46666666666667,3.2,4.44444444444444,3.76923076923077,4.78571428571429
"218","R_eh7megNWnUH5FHb",145,5,5,5,5,5,5,2,4.57142857142857,145,3,5,5,5,5,5,5,2,4.375,145,2,5,5,5,5,4.4,6,3,3,3,5,5,1,3,3,3,2,2,3,3,3,2,3,3,3.11111111111111,7,6,7,6,7,7,7,3,7,5,3,6,6,7,7,6,5,5,5.94444444444444,3.35,6.0625,3.11111111111111,2.13333333333333,4.3,3.38888888888889,4.16666666666667,2.16666666666667,5.63636363636364,3.10526315789474,2.15384615384615,4.18181818181818,1.8,3.86666666666667,4.2,2.77777777777778,4.07692307692308,4.78571428571429
"219","R_eljBs4wMTC1iZNf",228,2,2,3,3,2,3,2,2.42857142857143,228,4,4,2,3,4,5,1,3,3.25,228,2,4,3,4,5,3.6,2,3,6,2,3,2,2,2,2,2,2,1,2,2,2,5,2,2,2.44444444444444,7,6,7,6,6,7,7,7,7,5,7,5,3,5,5,6,6,2,5.77777777777778,3.45,6,2.44444444444444,2.73333333333333,3.4,2.5,2.5,3.44444444444444,5.63636363636364,3.05263157894737,2.07692307692308,3.54545454545455,1.4,3.8,1.8,3.55555555555556,3.07692307692308,3.5
"220","R_ellhk4DqOMR1SQF",150,4,1,4,4,4,5,1,3.28571428571429,150,5,3,4,4,4,4,2,4,3.75,150,2,3,4,4,4,3.4,5,6,5,1,5,5,2,3,3,2,3,5,6,5,5,3,5,5,4.11111111111111,6,6,6,6,6,7,7,7,6,7,6,4,2,1,7,6,7,5,5.66666666666667,3.3,5.625,4.11111111111111,2.46666666666667,3.4,3.22222222222222,2.38888888888889,2.55555555555556,6.36363636363636,3.94736842105263,1.76923076923077,2.45454545454545,1.4,2.13333333333333,3.2,2.55555555555556,3.23076923076923,5.07142857142857
"221","R_OCPnzlEY0BG1SaB",221,2,1,1,1,1,3,1,1.42857142857143,221,5,3,4,3,5,5,5,5,4.375,221,1,3,2,1,2,1.8,7,4,3,1,3,4,4,7,7,3,1,5,3,1,1,1,1,3,3.27777777777778,3,5,3,1,4,7,1,4,5,1,1,4,3,1,5,4,7,7,3.66666666666667,3.8,3.25,3.27777777777778,2.63333333333333,3,3.55555555555556,2.16666666666667,2.05555555555556,7,4.21052631578947,4.38461538461539,3.09090909090909,1.2,3.46666666666667,3.4,1.55555555555556,1.84615384615385,3.5
"222","R_OdRF6pgF5rBrwxb",135,3,3,5,4,3,3,2,3.28571428571429,135,4,3,4,3,4,2,3,1,3,135,1,2,3,4,2,2.4,6,5,4,4,4,6,5,4,5,3,5,4,4,4,4,5,4,5,4.5,4,3,4,5,5,5,5,6,4,4,4,3,4,3,4,4,5,3,4.16666666666667,2.75,4.1875,4.5,NA,2.4,2.5,2.38888888888889,2.66666666666667,5.36363636363636,3.10526315789474,2.61538461538462,3,2.2,3.86666666666667,1.8,2.55555555555556,3.15384615384615,4
"223","R_ODUdX6O251xuaZP",142,4,2,2,4,4,2,2,2.85714285714286,142,4,4,4,2,5,4,4,4,3.875,142,3,4,4,4,4,3.8,1,1,2,1,2,1,1,3,7,2,1,2,2,1,2,2,2,2,1.94444444444444,6,6,7,6,7,5,7,6,6,7,3,5,5,5,3,7,7,5,5.72222222222222,3.6,5.6875,1.94444444444444,3.2,2.8,2,3.55555555555556,2.66666666666667,7,NA,4.07692307692308,3.27272727272727,3.4,2.4,4.6,4.22222222222222,3.61538461538462,4.42857142857143
"224","R_OuHjbQb6u112jMl",107,3,2,4,4,3,4,2,3.14285714285714,107,2,3,2,2,3,5,4,2,2.875,107,1,4,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4.05555555555556,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2.9,4,4.05555555555556,3.1,3,2.55555555555556,2.33333333333333,3.16666666666667,5.54545454545455,3.42105263157895,3.07692307692308,3.90909090909091,2.2,2.26666666666667,4.2,3.44444444444444,2.84615384615385,3.78571428571429
"225","R_pbYjGBx9FERqgoh",238,2,4,4,5,2,2,1,2.85714285714286,238,5,5,5,4,5,3,1,4,4,238,1,1,1,1,1,1,5,2,6,5,2,7,4,5,5,6,5,6,6,5,5,6,4,4,4.88888888888889,7,7,7,7,7,7,7,7,7,4,7,2,7,1,7,7,3,4,5.83333333333333,2.95,6.125,4.88888888888889,2,3.1,2.88888888888889,3.83333333333333,1.55555555555556,4.90909090909091,5.10526315789474,4,3,2,2.33333333333333,4.6,1.44444444444444,3.23076923076923,3.42857142857143
"226","R_plzXDKymGCSZO9P",234,5,5,5,5,5,3,1,4.14285714285714,234,5,2,1,2,5,1,1,1,2.25,234,2,5,1,3,4,3,3,5,7,1,5,1,1,5,3,5,1,5,5,1,1,7,5,6,3.72222222222222,1,1,1,5,7,1,1,1,1,1,1,1,1,1,1,7,7,1,2.22222222222222,2.3,2,3.72222222222222,2.73333333333333,2.5,2.5,3.88888888888889,2.94444444444444,6.63636363636364,1.73684210526316,3.15384615384615,2.45454545454545,3.6,3.66666666666667,4,2.55555555555556,NA,4.14285714285714
"227","R_PSP7R5cB97A27Op",127,5,2,5,5,2,4,1,3.42857142857143,127,5,4,5,2,5,1,3,1,3.25,127,2,2,1,2,2,1.8,7,3,2,2,2,1,3,1,1,2,1,3,3,2,3,3,2,2,2.38888888888889,6,2,7,1,1,7,1,2,1,2,1,1,1,1,5,3,7,1,2.77777777777778,2.65,2.625,2.38888888888889,4.1,2,1.44444444444444,3.61111111111111,3.77777777777778,7,2.57894736842105,4.46153846153846,4.09090909090909,4.2,2.8,4.8,4.33333333333333,3.53846153846154,5.07142857142857
"228","R_Q09eGzeYD3GoSGt",163,1,1,1,1,1,2,1,1.14285714285714,163,5,4,5,5,5,4,3,4,4.375,163,4,5,5,5,5,4.8,6,2,3,1,6,4,1,2,1,2,1,2,2,6,2,2,1,2,2.55555555555556,6,6,6,6,6,6,5,6,5,6,4,2,6,2,5,4,NA,6,NA,4.65,5.0625,2.55555555555556,3.2,3.1,2.33333333333333,3.5,2.55555555555556,4.45454545454545,3.94736842105263,NA,3.45454545454545,3.2,2.86666666666667,2.2,3.55555555555556,3.30769230769231,3.92857142857143
"229","R_qCQywPH4p9tKNxv",57,4,5,5,5,3,5,2,4.14285714285714,57,5,3,1,1,5,3,3,3,3,57,4,3,4,2,4,3.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1.16666666666667,7,6,4,2,5,7,7,6,3,1,5,1,5,5,6,5,7,1,4.61111111111111,2.7,4.6875,1.16666666666667,2.83333333333333,3.6,3.22222222222222,4.05555555555556,2.66666666666667,7,3,4,3.63636363636364,3.2,1.86666666666667,3.2,3.22222222222222,4.53846153846154,4.85714285714286
"230","R_Qg0LAjE6JWh9npL",95,2,2,3,4,4,4,3,3.14285714285714,95,4,3,4,3,5,4,4,1,3.5,95,3,4,4,5,4,4,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1.22222222222222,1,4,3,3,4,3,5,1,3,1,2,2,2,2,4,6,6,1,2.94444444444444,3.4,2.875,1.22222222222222,3.56666666666667,2.2,2.22222222222222,3.44444444444444,2.16666666666667,6,3.42105263157895,4,3.36363636363636,3.6,2.66666666666667,3.4,2.88888888888889,3.38461538461538,4.07142857142857
"231","R_qxe60Q0nnjxCQbD",82,3,1,2,3,3,3,2,2.42857142857143,82,3,5,3,2,4,2,2,2,2.875,82,2,4,2,1,2,2.2,6,2,3,2,6,5,6,3,5,3,2,3,5,6,5,2,6,5,4.16666666666667,5,5,5,6,6,6,3,5,5,5,5,6,5,6,2,5,2,2,4.66666666666667,2.95,5,4.16666666666667,3.43333333333333,2.2,2.66666666666667,3.66666666666667,2.5,3.90909090909091,3.84210526315789,NA,3.18181818181818,2.4,4.33333333333333,3.8,2.88888888888889,3.38461538461538,3.07142857142857
"232","R_RJoSYG5hGTWZhpT",218,4,2,3,4,4,4,1,3.14285714285714,218,5,4,5,4,5,4,4,3,4.25,218,2,4,1,1,1,1.8,6,6,6,7,6,6,1,7,6,7,7,7,7,1,7,7,7,4,5.83333333333333,1,1,1,2,1,1,1,1,2,1,2,1,4,2,1,1,1,1,1.38888888888889,3.15,1.4375,5.83333333333333,4.16666666666667,1.2,1.88888888888889,3.55555555555556,3.33333333333333,6.18181818181818,2.21052631578947,3.84615384615385,2.45454545454545,3,4.13333333333333,2.6,3.11111111111111,3.15384615384615,4.21428571428571
"233","R_RK3tWigLqHlNGdH",115,1,1,1,5,1,3,1,1.85714285714286,115,5,2,2,1,5,3,1,1,2.5,115,1,5,1,1,5,2.6,1,1,4,1,1,5,1,1,1,1,1,1,1,1,1,4,1,1,1.55555555555556,6,5,1,7,7,7,1,6,2,4,6,1,1,1,6,1,6,1,3.83333333333333,3.1,3.875,1.55555555555556,3.06666666666667,2.6,1.77777777777778,4,4,7,3.05263157894737,3.61538461538462,4.36363636363636,3.8,1.13333333333333,5,4.77777777777778,3.92307692307692,5.14285714285714
"234","R_RQEfcr86wrRsqEV",21,4,3,5,5,4,4,2,3.85714285714286,21,4,1,5,1,2,1,5,4,2.875,21,1,2,2,3,5,2.6,6,5,7,1,4,2,2,2,1,1,3,2,2,1,7,3,3,6,3.22222222222222,5,3,3,1,5,2,2,5,1,6,2,3,3,1,5,2,2,2,2.94444444444444,2.55,3.0625,3.22222222222222,3.16666666666667,1.5,1.77777777777778,4.16666666666667,3.61111111111111,6.72727272727273,1.78947368421053,3.61538461538462,3,3.8,1.46666666666667,3.6,4.11111111111111,3.92307692307692,4.42857142857143
"235","R_RqNfPcJQDgyFWRb",211,4,2,4,4,4,4,4,3.71428571428571,211,4,4,2,4,4,4,4,3,3.625,211,2,4,4,NA,4,NA,3,3,3,3,3,2,2,3,5,3,3,4,5,1,3,3,5,4,3.22222222222222,5,3,5,3,6,4,5,5,5,5,5,2,3,2,3,6,5,1,4.05555555555556,NA,4.1875,3.22222222222222,3.4,2,1.94444444444444,2.83333333333333,3.27777777777778,5.27272727272727,4.10526315789474,3.92307692307692,3.27272727272727,3,3.2,4.2,4,3.38461538461538,4.64285714285714
"236","R_RVmHR1c33994jPH",175,4,1,1,1,3,1,1,1.71428571428571,175,5,4,4,4,5,5,4,5,4.5,175,3,4,2,2,1,2.4,6,1,7,6,5,5,5,5,5,6,4,5,6,6,5,6,2,6,5.05555555555556,6,6,5,7,6,7,6,6,6,2,6,4,6,5,6,7,6,3,5.55555555555556,3.9,5.6875,5.05555555555556,1.86666666666667,4.5,3.5,1.83333333333333,1.94444444444444,6.63636363636364,1.42105263157895,3,2.90909090909091,1.8,1.33333333333333,4.4,2.88888888888889,2.07692307692308,4.42857142857143
"237","R_sNAcgwRp7qGsVEd",28,4,4,5,4,4,4,3,4,28,2,2,4,2,2,3,3,3,2.625,28,3,5,4,4,4,4,4,2,2,2,2,2,1,2,2,2,2,3,1,2,2,1,3,1,2,5,2,2,2,3,5,5,2,2,2,2,2,4,2,4,2,3,2,2.83333333333333,2.75,2.875,2,3.26666666666667,3.2,1.94444444444444,2.11111111111111,3.88888888888889,5.72727272727273,4.26315789473684,2.15384615384615,3.63636363636364,2.2,2.33333333333333,3.8,4,3.07692307692308,3.78571428571429
"238","R_SZxlpeafBknAG8V",178,4,3,3,4,5,5,2,3.71428571428571,178,4,4,4,4,4,5,4,4,4.125,178,2,4,5,5,5,4.2,5,3,5,1,4,5,1,2,3,3,1,1,1,6,4,3,3,2,2.94444444444444,6,5,3,3,7,6,3,5,4,1,4,4,3,4,6,5,6,3,4.33333333333333,3.5,4.3125,2.94444444444444,3.03333333333333,3.1,2.66666666666667,3.77777777777778,2.88888888888889,5.54545454545455,2.78947368421053,3.76923076923077,2.81818181818182,2.4,2.06666666666667,4.2,1.55555555555556,3.15384615384615,4.78571428571429
